slug,title_ar,status,issue_date_hijri,issue_date_gregorian,publish_date_hijri,publish_date_gregorian,effective_date_hijri,effective_date_gregorian,organized_source,knowledge_file,document_scope,catalog_source,version_status,version_status_label_ar,historical_versions_available,recent_update_note,article_count,paragraph_count,indexable_paragraph_count,text_chars,verbatim_chars,citation_base_ar,official_source_url_primary,verbatim_file
execution-law,نظام التنفيذ 1433هـ,ساري,1433/08/13 هـ الموافق : 03/07/2012 مـ,2012-07-03,1433/10/13 هـ الموافق : 31/08/2012 مـ,2012-08-31,1433/10/13 هـ الموافق : 31/08/2012 مـ,2012-08-31,documents/saudi_regulations/official_latest/nzam-altnfydh.pdf,documents/knowledge/saudi_regulations/nzam-altnfydh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,98,125,125,30732,30791,نظام التنفيذ 1433هـ,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c81ba2f1-1bf1-443b-9b1c-a9a700f27110/1,data/structured/verbatim_texts/execution-law.txt
nzam-altnfydh-amam-dywan-almzalm,نظام التنفيذ أمام ديوان المظالم,ساري,1443/01/27 هـ الموافق : 04/09/2021 مـ,2021-09-04,1443/02/03 هـ الموافق : 10/09/2021 مـ,2021-09-10,1443/02/03 هـ الموافق : 10/09/2021 مـ,2021-09-10,documents/saudi_regulations/official_latest/nzam-altnfydh-amam-dywan-almzalm.pdf,documents/knowledge/saudi_regulations/nzam-altnfydh-amam-dywan-almzalm.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,37,61,61,10887,10887,نظام التنفيذ أمام ديوان المظالم,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ae1d79bf-3716-4bc5-a85e-ada100c8a870/1,data/structured/verbatim_texts/nzam-altnfydh-amam-dywan-almzalm.txt
nzam-altwthyq,نظام التوثيق,ساري,1441/11/19 هـ الموافق : 10/07/2020 مـ,2020-07-10,1441/11/26 هـ الموافق : 17/07/2020 مـ,2020-07-17,1441/11/26 هـ الموافق : 17/07/2020 مـ,2020-07-17,documents/saudi_regulations/official_latest/nzam-altwthyq.pdf,documents/knowledge/saudi_regulations/nzam-altwthyq.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,57,119,119,14950,14953,نظام التوثيق,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/40754577-f250-47f6-8a5a-abf600af7d72/1,data/structured/verbatim_texts/nzam-altwthyq.txt
universities-law,نظام الجامعات,ساري,1441/03/02 هـ الموافق : 30/10/2019 مـ,2019-10-30,1441/03/11 هـ الموافق : 08/11/2019 مـ,2019-11-08,1441/03/11 هـ الموافق : 08/11/2019 مـ,2019-11-08,documents/saudi_regulations/official_latest/nzam-aljamaat.pdf,documents/knowledge/saudi_regulations/nzam-aljamaat.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,58,208,208,25331,25391,نظام الجامعات,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/8ee74282-7f0d-49ff-b6ee-aafc00a3d801/1,data/structured/verbatim_texts/universities-law.txt
nzam-aljmayat-altaawnyh,نظام الجمعيات التعاونية,ساري,1429/01/01 هـ الموافق : 10/01/2008 مـ,2008-01-10,1429/01/01 هـ الموافق : 10/01/2008 مـ,2008-01-10,1429/01/01 هـ الموافق : 10/01/2008 مـ,2008-01-10,documents/saudi_regulations/official_latest/nzam-aljmayat-altaawnyh.pdf,documents/knowledge/saudi_regulations/nzam-aljmayat-altaawnyh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,44,71,71,14047,14124,نظام الجمعيات التعاونية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/0264f52c-70bd-40f2-94c1-a9a700f2b561/1,data/structured/verbatim_texts/nzam-aljmayat-altaawnyh.txt
nzam-aljmayat-walmwssat-alahlyh,نظام الجمعيات والمؤسسات الأهلية,ساري,1437/02/19 هـ الموافق : 01/12/2015 مـ,2015-12-01,1437/03/07 هـ الموافق : 18/12/2015 مـ,2015-12-18,1437/03/07 هـ الموافق : 18/12/2015 مـ,2015-12-18,documents/saudi_regulations/official_latest/nzam-aljmayat-walmwssat-alahlyh.pdf,documents/knowledge/saudi_regulations/nzam-aljmayat-walmwssat-alahlyh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,44,64,64,18861,18865,نظام الجمعيات والمؤسسات الأهلية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/37e0768f-8e3c-493a-b951-a9a700f2bbb1/1,data/structured/verbatim_texts/nzam-aljmayat-walmwssat-alahlyh.txt
nzam-aljnsyh-alarbyh-alsawdyh,نظام الجنسية العربية السعودية,ساري,1374/01/25 هـ الموافق : 22/09/1954 مـ,1954-09-22,1374/01/25 هـ الموافق : 22/09/1954 مـ,1954-09-22,1374/01/25 هـ الموافق : 22/09/1954 مـ,1954-09-22,documents/saudi_regulations/official_latest/nzam-aljnsyh-alarbyh-alsawdyh.pdf,documents/knowledge/saudi_regulations/nzam-aljnsyh-alarbyh-alsawdyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,30,62,62,10243,10281,نظام الجنسية العربية السعودية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/d9f183b6-3afc-4405-834f-a9a700f18571/1,data/structured/verbatim_texts/nzam-aljnsyh-alarbyh-alsawdyh.txt
nzam-alhrash-alamnyh-almdnyh-alkhash,نظام الحراسة الأمنية المدنية الخاصة,ساري,1426/07/08 هـ الموافق : 13/08/2005 مـ,2005-08-13,1426/08/05 هـ الموافق : 09/09/2005 مـ,2005-09-09,1426/08/05 هـ الموافق : 09/09/2005 مـ,2005-09-09,documents/saudi_regulations/official_latest/nzam-alhrash-alamnyh-almdnyh-alkhash.pdf,documents/knowledge/saudi_regulations/nzam-alhrash-alamnyh-almdnyh-alkhash.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,15,31,31,5098,5174,نظام الحراسة الأمنية المدنية الخاصة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/51c9a546-fc5e-4607-ba34-a9a700f19012/1,data/structured/verbatim_texts/nzam-alhrash-alamnyh-almdnyh-alkhash.txt
nzam-alhrf-walsnaaat-alydwyh,نظام الحرف والصناعات اليدوية,جاري العمل على النظام,1447/03/02 هـ الموافق : 25/08/2025 مـ,2025-08-25,لم يتم تحديد تاريخ النشر,,لم يتم تحديد تاريخ النشر,2025-08-25,documents/saudi_regulations/official_latest/nzam-alhrf-walsnaaat-alydwyh.pdf,documents/knowledge/saudi_regulations/nzam-alhrf-walsnaaat-alydwyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,18,44,44,5799,5799,نظام الحرف والصناعات اليدوية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/366a4221-3214-4338-b3f2-b35c009f36cd/1,data/structured/verbatim_texts/nzam-alhrf-walsnaaat-alydwyh.txt
protection-from-abuse-law,نظام الحماية من الإيذاء,ساري,1434/11/15 هـ الموافق : 21/09/2013 مـ,2013-09-21,1434/12/24 هـ الموافق : 29/10/2013 مـ,2013-10-29,1434/12/24 هـ الموافق : 29/10/2013 مـ,2013-10-29,documents/saudi_regulations/official_latest/nzam-alhmayh-mn-aliydhaa.pdf,documents/knowledge/saudi_regulations/nzam-alhmayh-mn-aliydhaa.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,17,20,20,6503,6503,نظام الحماية من الإيذاء,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/83f450eb-7985-461f-b053-a9a700f2ba08/1,data/structured/verbatim_texts/protection-from-abuse-law.txt
nzam-alkhdmh-almdnyh,نظام الخدمة المدنية,ساري,1397/07/10 هـ الموافق : 26/06/1977 مـ,1977-06-26,1397/07/10 هـ الموافق : 26/06/1977 مـ,1977-06-26,1397/07/10 هـ الموافق : 26/06/1977 مـ,1977-06-26,documents/saudi_regulations/official_latest/nzam-alkhdmh-almdnyh.pdf,documents/knowledge/saudi_regulations/nzam-alkhdmh-almdnyh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,44,75,75,9759,9789,نظام الخدمة المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/32f651e6-2976-439c-b418-a9a700f23fb2/1,data/structured/verbatim_texts/nzam-alkhdmh-almdnyh.txt
nzam-alkhtwt-alhdydyh,نظام الخطوط الحديدية,ساري,1445/08/22 هـ الموافق : 03/03/2024 مـ,2024-03-03,1445/09/05 هـ الموافق : 15/03/2024 مـ,2024-03-15,1445/09/05 هـ الموافق : 15/03/2024 مـ,2024-03-15,documents/saudi_regulations/official_latest/nzam-alkhtwt-alhdydyh.pdf,documents/knowledge/saudi_regulations/nzam-alkhtwt-alhdydyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,50,172,172,27055,27057,نظام الخطوط الحديدية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/302fe435-6f39-4170-b12b-b13700bf55bd/1,data/structured/verbatim_texts/nzam-alkhtwt-alhdydyh.txt
nzam-aldfatr-altjaryh,نظام الدفاتر التجارية,ساري,1409/12/17 هـ الموافق : 20/07/1989 مـ,1989-07-20,1410/01/10 هـ الموافق : 11/08/1989 مـ,1989-08-11,1410/01/10 هـ الموافق : 11/08/1989 مـ,1989-08-11,documents/saudi_regulations/official_latest/nzam-aldfatr-altjaryh.pdf,documents/knowledge/saudi_regulations/nzam-aldfatr-altjaryh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,16,16,16,3342,3351,نظام الدفاتر التجارية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/05690bd6-2c75-4b65-a148-a9a700f1bccf/1,data/structured/verbatim_texts/nzam-aldfatr-altjaryh.txt
nzam-aldfaa-almdny,نظام الدفاع المدني,ساري,1406/05/10 هـ الموافق : 20/01/1986 مـ,1986-01-20,1406/05/10 هـ الموافق : 20/01/1986 مـ,1986-01-20,1406/05/10 هـ الموافق : 20/01/1986 مـ,1986-01-20,documents/saudi_regulations/official_latest/nzam-aldfaa-almdny.pdf,documents/knowledge/saudi_regulations/nzam-aldfaa-almdny.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,36,55,55,12540,13117,نظام الدفاع المدني,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f09eda85-7150-4803-b87a-a9a700f189f3/1,data/structured/verbatim_texts/nzam-aldfaa-almdny.txt
nzam-alraayh-alshyh-alnfsyh,نظام الرعاية الصحية النفسية,ساري,1435/09/20 هـ الموافق : 17/07/2014 مـ,2014-07-17,1435/11/03 هـ الموافق : 29/08/2014 مـ,2014-08-29,1435/11/03 هـ الموافق : 29/08/2014 مـ,2014-08-29,documents/saudi_regulations/official_latest/nzam-alraayh-alshyh-alnfsyh.pdf,documents/knowledge/saudi_regulations/nzam-alraayh-alshyh-alnfsyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,30,81,81,25415,25479,نظام الرعاية الصحية النفسية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/107f22b5-81a2-47ee-84bc-a9a700f2907a/1,data/structured/verbatim_texts/nzam-alraayh-alshyh-alnfsyh.txt
nzam-alrqabh-ala-alastkhdamat-alnwwyh-walashaaayh,نظام الرقابة على الاستخدامات النووية والاشعاعية,ساري,1439/07/25 هـ الموافق : 11/04/2018 مـ,2018-04-11,1439/08/08 هـ الموافق : 24/04/2018 مـ,2018-04-24,1439/08/08 هـ الموافق : 24/04/2018 مـ,2018-04-24,documents/saudi_regulations/official_latest/nzam-alrqabh-ala-alastkhdamat-alnwwyh-walashaaayh.pdf,documents/knowledge/saudi_regulations/nzam-alrqabh-ala-alastkhdamat-alnwwyh-walashaaayh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,35,136,136,18262,18264,نظام الرقابة على الاستخدامات النووية والاشعاعية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c447d12a-6c10-40c2-a51e-a9f7000a97cb/1,data/structured/verbatim_texts/nzam-alrqabh-ala-alastkhdamat-alnwwyh-walashaaayh.txt
nzam-alrhn-altjary,نظام الرهن التجاري,ساري,1439/08/08 هـ الموافق : 24/04/2018 مـ,2018-04-24,1439/08/08 هـ الموافق : 24/04/2018 مـ,2018-04-24,1439/08/08 هـ الموافق : 24/04/2018 مـ,2018-04-24,documents/saudi_regulations/official_latest/nzam-alrhn-altjary.pdf,documents/knowledge/saudi_regulations/nzam-alrhn-altjary.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,47,62,62,8373,8376,نظام الرهن التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e7bd6fcc-c29c-4696-8032-aae9009b113a/1,data/structured/verbatim_texts/nzam-alrhn-altjary.txt
nzam-alrhn-alaqary-almsjl,نظام الرهن العقاري المسجل,ساري,1433/08/13 هـ الموافق : 03/07/2012 مـ,2012-07-03,1433/09/22 هـ الموافق : 10/08/2012 مـ,2012-08-10,1433/09/22 هـ الموافق : 10/08/2012 مـ,2012-08-10,documents/saudi_regulations/official_latest/nzam-alrhn-alaqary-almsjl.pdf,documents/knowledge/saudi_regulations/nzam-alrhn-alaqary-almsjl.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,46,48,48,10837,10854,نظام الرهن العقاري المسجل,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/bf568515-eef9-4356-9d52-a9a700f2d8c3/1,data/structured/verbatim_texts/nzam-alrhn-alaqary-almsjl.txt
nzam-alzraah,نظام الزراعة,ساري,1442/08/10 هـ الموافق : 23/03/2021 مـ,2021-03-23,1442/08/20 هـ الموافق : 02/04/2021 مـ,2021-04-02,1442/08/20 هـ الموافق : 02/04/2021 مـ,2021-04-02,documents/saudi_regulations/official_latest/nzam-alzraah.pdf,documents/knowledge/saudi_regulations/nzam-alzraah.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,37,178,178,22129,22130,نظام الزراعة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/d113fa79-5ad8-42b1-9955-acfb00a2c7ed/1,data/structured/verbatim_texts/nzam-alzraah.txt
nzam-alsjl-altjary,نظام السجل التجاري,ساري,1446/03/19 هـ الموافق : 22/09/2024 مـ,2024-09-22,1446/04/01 هـ الموافق : 04/10/2024 مـ,2024-10-04,1446/04/01 هـ الموافق : 04/10/2024 مـ,2024-10-04,documents/saudi_regulations/official_latest/nzam-alsjl-altjary.pdf,documents/knowledge/saudi_regulations/nzam-alsjl-altjary.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,29,88,88,10474,10474,نظام السجل التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/98ee4b51-d398-4323-ae69-b2b8009f3156/1,data/structured/verbatim_texts/nzam-alsjl-altjary.txt
nzam-alsjn-waltwqyf,نظام السجن والتوقيف,ساري,1398/06/21 هـ الموافق : 28/05/1978 مـ,1978-05-28,1398/07/11 هـ الموافق : 16/06/1978 مـ,1978-06-16,1398/07/11 هـ الموافق : 16/06/1978 مـ,1978-06-16,documents/saudi_regulations/official_latest/nzam-alsjn-waltwqyf.pdf,documents/knowledge/saudi_regulations/nzam-alsjn-waltwqyf.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,31,39,39,9046,9171,نظام السجن والتوقيف,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/19945fe2-e690-4b24-9ab0-a9a700f17d03/1,data/structured/verbatim_texts/nzam-alsjn-waltwqyf.txt
nzam-alswq-almalyh,نظام السوق المالية,ساري,1424/06/02 هـ الموافق : 31/07/2003 مـ,2003-07-31,1424/06/02 هـ الموافق : 31/07/2003 مـ,2003-07-31,1424/06/02 هـ الموافق : 31/07/2003 مـ,2003-07-31,documents/saudi_regulations/official_latest/nzam-alswq-almalyh.pdf,documents/knowledge/saudi_regulations/nzam-alswq-almalyh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,68,223,223,44151,44351,نظام السوق المالية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/50924f95-f74e-430e-820c-a9a700f1abfa/1,data/structured/verbatim_texts/nzam-alswq-almalyh.txt
nzam-alsyahh,نظام السياحة,ساري,1444/01/26 هـ الموافق : 24/08/2022 مـ,2022-08-24,1444/02/06 هـ الموافق : 02/09/2022 مـ,2022-09-02,1444/02/06 هـ الموافق : 02/09/2022 مـ,2022-09-02,documents/saudi_regulations/official_latest/nzam-alsyahh.pdf,documents/knowledge/saudi_regulations/nzam-alsyahh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,19,78,78,11859,11859,نظام السياحة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/7d777c66-d28b-43de-9305-af23013b1738/1,data/structured/verbatim_texts/nzam-alsyahh.txt
companies-law,نظام الشركات,ساري,1443/12/01 هـ الموافق : 30/06/2022 مـ,2022-06-30,1443/12/23 هـ الموافق : 22/07/2022 مـ,2022-07-22,1443/12/23 هـ الموافق : 22/07/2022 مـ,2022-07-22,documents/saudi_regulations/official_latest/nzam-alshrkat.pdf,documents/knowledge/saudi_regulations/nzam-alshrkat.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,281,854,854,165227,165229,نظام الشركات,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/a8376aea-1bc3-49d4-9027-aed900b555af/1,data/structured/verbatim_texts/companies-law.txt
nzam-alsndwq-alsawdy-lltnmyh,نظام الصندوق السعودي للتنمية,ساري,1394/08/14 هـ الموافق : 31/08/1974 مـ,1974-08-31,1394/08/14 هـ الموافق : 31/08/1974 مـ,1974-08-31,1394/08/14 هـ الموافق : 31/08/1974 مـ,1974-08-31,documents/saudi_regulations/official_latest/nzam-alsndwq-alsawdy-lltnmyh.pdf,documents/knowledge/saudi_regulations/nzam-alsndwq-alsawdy-lltnmyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,12,34,34,4474,4474,نظام الصندوق السعودي للتنمية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/7017dc70-15bb-4137-b87d-a9a700f1b950/1,data/structured/verbatim_texts/nzam-alsndwq-alsawdy-lltnmyh.txt
nzam-aldman-alajtmaay,نظام الضمان الاجتماعي,ساري,1442/04/04 هـ الموافق : 19/11/2020 مـ,2020-11-19,1442/04/12 هـ الموافق : 27/11/2020 مـ,2020-11-27,1442/04/12 هـ الموافق : 27/11/2020 مـ,2020-11-27,documents/saudi_regulations/official_latest/nzam-aldman-alajtmaay.pdf,documents/knowledge/saudi_regulations/nzam-aldman-alajtmaay.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,26,94,94,8723,8723,نظام الضمان الاجتماعي,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/7799b707-e228-452c-8b19-ac7b00b4b64e/1,data/structured/verbatim_texts/nzam-aldman-alajtmaay.txt
